filename,split
pump-047-gilbarco-circlek-ee-pump8-outdoor.jpg,train
pump-048-gilbarco-circlek-ee-1889-near-preset.jpg,train
pump-049-gilbarco-circlek-ee-faint-lcd-small-fill.jpg,train
pump-050-gilbarco-circlek-ee-1929.jpg,heldout
pump-051-wayne-circlek-ee-fourprice-none-matches.jpg,train
pump-052-wayne-circlek-ee-glare-total-lost.jpg,train
pump-053-wayne-circlek-ee-pump1-glare-total-digit.jpg,train
pump-054-wayne-circlek-jarvevana-pump7-diesel-flare.jpg,train
pump-055-wayne-circlek-ee-liitrid-variant.jpg,heldout
pump-056-wayne-circlek-ee-preset-72eur.jpg,heldout
pump-057-gilbarco-circlek-sikupilli-pump5-db0-pair.jpg,train
pump-058-gilbarco-circlek-ee-dirty-lcd-1969.jpg,train
pump-059-gilbarco-circlek-ee-pump3-1899.jpg,train
pump-060-gilbarco-circlek-ee-1894.jpg,train
pump-061-wayne-circlek-ee-discount-below-board.jpg,heldout
pump-062-wayne-circlek-ee-pump8-1894.jpg,heldout
pump-063-wayne-circlek-ee-insect-on-price-display.jpg,heldout
pump-064-wayne-circlek-ee-4645l-1834.jpg,train
pump-065-tokheim-gazpromneft-edrovo-truncated-total-pair-ru.jpeg,heldout
pump-066-rn-tver-budovo-95-exact-total-pair-ru.jpeg,train
pump-067-circlek-jarvevana-95miles-4837l-glare-pair-ee.jpg,train
pump-068-circlek-jarvevana-dmiles-7070l-pair-ee.jpg,heldout
pump-069-circlek-gilbarco-2914l-rotated90-ee.jpg,train
pump-070-circlek-gilbarco-3494l-ee.jpg,heldout
pump-071-circlek-gilbarco-1898l-midsegment-ee.jpg,train
pump-072-circlek-wayne-1001l-loyalty-price-off-board-ee.jpg,train
pump-073-wayne-gazpromneft-tver-truncated-total-pair-ru.jpeg,train
pump-074-gpn-tver-95-ru.jpg,train
pump-075-gilbarco-circlek-ee-95.jpg,train
pump-076-gilbarco-circlek-ee-preset-150.jpg,heldout
pump-077-gilbarco-ee-2054.jpg,train
pump-078-gilbarco-circlek-peetri-pump7-3143l-ee.jpg,train
pump-079-gilbarco-circlek-peetri-6900l-ee.jpg,heldout
pump-080-gilbarco-circlek-peetri-1039l-ee.jpg,heldout
pump-081-gilbarco-circlek-peetri-pump3-2496l-ee.jpg,train
pump-082-gilbarco-circlek-peetri-1315l-ee.jpg,train
pump-083-tokheim-gazpromneft-azs12089-truncated-total-pair-ru.jpeg,heldout
pump-084-dresser-wayne-gpn-okulovka-exact-total-pair-ru.jpeg,train
pump-085-tokheim-rn-tver-chkalovskaya-3000l-pair-ru.jpeg,train
pump-086-tokheim-rn-tver-chkalovskaya-1000l-pair-ru.jpeg,train
pump-087-scheidt-bachmann-rn-3000l-6830-reflection-a-ru.jpeg,train
pump-088-scheidt-bachmann-rn-3000l-6830-reflection-b-ru.jpeg,train
pump-089-scheidt-bachmann-rn-1500l-6830-ru.jpeg,heldout
pump-090-scheidt-bachmann-rn-3000l-6830-reflection-c-ru.jpeg,train
pump-091-scheidt-bachmann-rn-2000l-7135-labels-cropped-ru.jpeg,heldout
pump-092-scheidt-bachmann-rn-3000l-6385-ru.jpeg,heldout
pump-093-scheidt-bachmann-rn-2000l-6385-faded-ru.jpeg,train
pump-094-gilbarco-circlek-ee-4325l-1944.jpg,train
pump-095-gilbarco-circlek-peetri-pump5-2307l-pair-ee.jpg,heldout
pump-096-tokheim-rn-tver-tc252-2000l-pair-ru.jpeg,heldout
pump-097-dresser-wayne-circlek-ee-2285l-1899.jpg,train
pump-098-dresser-wayne-circlek-ee-969l-2039.jpg,train
pump-099-dresser-wayne-circlek-ee-pump1-1064l-1899.jpg,train
pump-100-dresser-wayne-circlek-jarvevana-pump4-6404l-2024-pair-ee.jpg,train
pump-101-gilbarco-circlek-ee-1765l-2034-closeup.jpg,train
pump-102-gilbarco-circlek-ee-1022l-1954.jpg,train
pump-103-gilbarco-circlek-ee-4858l-1954.jpg,train
pump-104-gilbarco-circlek-sikupilli-pump1-2650l-price-washed-pair-ee.jpg,heldout
pump-105-gilbarco-circlek-ee-2555l-1899.jpg,train
pump-106-wayne-gazpromneft-gdrive95-5100l-7031-truncated-total-ru.jpeg,heldout
pump-107-scheidt-bachmann-rn-tver-azk15-3000l-6830-night-zero-padded-pair-ru.jpeg,train
pump-108-scheidt-bachmann-rn-3249l-6830-reflection-ru.jpeg,train
pump-109-tokheim-gazpromneft-edrovo-4800l-7105-pair-ru.jpeg,train
pump-110-wayne-gazpromneft-gdrive95-4200l-7031-truncated-total-pair-ru.jpeg,train
pump-111-gilbarco-circlek-ee-5046l-1999.jpg,train
pump-112-gilbarco-circlek-ee-461l-2199.jpg,heldout
pump-113-gilbarco-circlek-ee-522l-2014.jpg,train
pump-114-gilbarco-circlek-ee-6987l-2074-price-glare.jpg,train
pump-115-gilbarco-circlek-sikupilli-pump7-98miles-1517l-1979-pair-ee.jpg,train
pump-116-gilbarco-circlek-sikupilli-pump8-98miles-2786l-1979-pair-ee.jpg,heldout
pump-117-wayne-alexela-98-press-err-third-party-ee.jpg,train
pump-118-wayne-circlek-98-glare-total-instagram-third-party-ee.jpg,train
pump-119-wayne-circlek-95miles-1369-drive2-third-party-ee.jpg,heldout
pump-120-wayne-circlek-four-prices-drive2-third-party-ee.jpg,heldout
pump-121-wayne-neste-1422-drive2-third-party-ee.jpg,train
pump-122-wayne-circlek-98milesplus-1419-drive2-third-party-ee.jpg,train
pump-123-unknown-comma-1911-drive2-third-party-ru.jpg,heldout
pump-124-unknown-zero-padded-comma-price-cut-drive2-third-party-ru.jpg,train
pump-125-wayne-circlek-price-out-of-frame-drive2-third-party-ee.jpg,heldout
pump-126-gilbarco-circlek-zero-padded-price-out-of-frame-drive2-third-party-ee.jpg,train
pump-127-wayne-idle-zero-three-prices-lounaleht-third-party-ee.jpg,train
pump-128-wayne-gazpromneft-idle-zero-five-prices-third-party-ru.jpg,train
pump-129-wayne-circlek-98milesplus-1402-third-party-ee.jpg,train
pump-130-wayne-1000-rub-six-cells-third-party-ru.jpg,train
pump-131-wayne-circlek-forecourt-far-display-third-party-lt.jpg,train
pump-132-wayne-circlek-1399-third-party-lt.jpg,train
pump-133-wayne-circlek-total-cut-at-top-four-prices-third-party-ee.jpg,train
pump-134-tokheim-kronur-5000-third-party-is.jpg,heldout
pump-135-tokheim-manat-tiny-display-third-party-tm.jpg,train
pump-136-wayne-kroner-717-third-party-no.jpg,train
pump-137-wayne-pence-this-sale-third-party-gb.jpg,train
pump-138-wayne-talvine-monochrome-no-price-third-party-ee.jpg,train
pump-139-wayne-euro-1613-third-party-fr.jpg,heldout
pump-140-wayne-circlek-1849-rounding-third-party-lt.jpg,heldout
pump-141-wayne-kronor-957-price-cut-left-third-party-se.jpg,train
pump-142-wayne-1600-not-closing-third-party-ru.jpg,heldout
pump-143-wayne-3921-95-third-party-ru.jpg,train
pump-144-wayne-alexela-98-same-fill-as-117-wider-third-party-ee.jpg,train
pump-145-tokheim-pence-comma-stock-photo-third-party-gb.jpg,train
pump-146-wayne-gazpromneft-1100-92-third-party-ru.jpg,train
pump-147-wayne-eur-1494-third-party-ee.jpg,train
pump-148-wayne-1634-95-third-party-ru.jpg,train
pump-149-wayne-circlek-diesel-1272-third-party-ee.jpg,train
pump-150-wayne-euroa-four-prices-glare-third-party-fi.jpg,train
pump-151-gilbarco-circlek-zero-padded-2044-graphic-overlay-third-party-ee.jpg,train
pump-152-wayne-305-third-party-ru.jpg,heldout
pump-153-gilbarco-veeder-root-keypad-three-prices-third-party-ru.jpg,train
pump-154-gilbarco-veeder-root-keypad-1494-third-party-ru.jpg,train
pump-155-gilbarco-veeder-root-keypad-four-prices-third-party-ru.jpg,train
pump-156-gilbarco-veeder-root-keypad-backlit-three-prices-third-party-ru.jpg,train
pump-157-gilbarco-veeder-root-ladder-cut-left-third-party-ru.jpg,train
pump-158-gilbarco-veeder-root-wet-9900-one-decimal-third-party-ru.jpg,train
pump-159-gilbarco-veeder-root-preset-20-litres-third-party-ru.jpg,train
pump-160-gilbarco-veeder-root-zero-padded-not-closing-third-party-ru.jpg,heldout
pump-161-gilbarco-veeder-root-tv-still-800px-third-party-ru.jpg,heldout
pump-162-gilbarco-veeder-root-backlit-four-prices-666-third-party-ru.jpg,train
pump-163-wayne-keypad-1997-92-third-party-ru.jpg,train
pump-164-wayne-keypad-diesel-glare-total-third-party-ru.jpg,train
pump-165-gilbarco-veeder-root-four-prices-680px-third-party-ru.jpg,heldout
pump-166-gilbarco-veeder-root-angled-watermark-third-party-ru.jpg,heldout
pump-167-gilbarco-veeder-root-shell-zero-padded-third-party-ru.jpg,heldout
pump-168-gilbarco-veeder-root-lukoil-zero-padded-four-prices-third-party-ru.jpg,train
pump-169-gilbarco-veeder-root-total-not-closing-video-still-third-party-ru.jpg,heldout
pump-170-gilbarco-veeder-root-teboil-zero-padded-preset-11-litres-third-party-ru.jpg,heldout
pump-171-gilbarco-veeder-root-night-two-prices-third-party-ru.jpg,train
pump-172-gilbarco-veeder-root-lukoil-point-decimals-576px-third-party-ru.jpg,train
pump-173-gilbarco-veeder-root-cents-per-litre-tilted-third-party-au.jpg,train
pump-174-wayne-keypad-lukoil-ekto-diesel-680px-third-party-ru.jpg,heldout
pump-175-gilbarco-veeder-root-zero-padded-189-third-party-ru.jpg,heldout
pump-176-gilbarco-veeder-root-5388-diesel-third-party-ru.jpg,train
pump-177-gilbarco-veeder-root-leva-640px-third-party-bg.jpg,train
pump-178-gilbarco-veeder-root-forecourt-far-670px-third-party-ru.jpg,train
pump-179-gilbarco-veeder-root-lukoil-winter-four-prices-third-party-ru.jpg,heldout
pump-180-gilbarco-veeder-root-cents-per-litre-portrait-third-party-au.jpg,heldout
pump-181-gilbarco-veeder-root-preset-20-litres-577px-third-party-ru.jpg,train
pump-182-wayne-pignone-belarus-rubles-third-party-by.jpg,train
pump-183-gilbarco-veeder-root-through-car-window-third-party-ru.jpg,train
pump-184-gilbarco-veeder-root-three-prices-1280x576-third-party-ru.jpg,train
pump-185-gilbarco-veeder-root-cents-per-litre-four-grades-third-party-au.jpg,train
pump-186-tatsuno-amber-led-night-third-party-ru.jpg,heldout
pump-187-tatsuno-amber-led-night-preset-20-third-party-ru.jpg,heldout
pump-188-wayne-pignone-preset-20-third-party-ru.jpg,train
pump-189-gilbarco-veeder-root-point-decimals-preset-20-third-party-ru.jpg,train
pump-190-tokheim-tenge-fog-third-party-kz.jpg,heldout
pump-191-tokheim-preset-500-rub-one-decimal-third-party-ru.jpg,train
pump-192-tokheim-3602-one-decimal-reflection-third-party-ru.jpg,train
pump-193-tokheim-3686-one-decimal-reflection-third-party-ru.jpg,train
pump-194-tokheim-4968-dusk-third-party-ru.jpg,heldout
pump-195-tokheim-lukoil-night-481-third-party-ru.jpg,train
pump-196-tokheim-lukoil-snow-night-1895-third-party-ru.jpg,train
pump-197-tokheim-amber-backlight-lamp-glare-third-party-ru.jpg,train
pump-198-tokheim-lukoil-426-reflection-third-party-ru.jpg,heldout
pump-199-tokheim-1630-large-cells-third-party-ru.jpg,heldout
pump-200-tokheim-preset-990-litres-cash-litres-keypad-third-party-ru.jpg,train
pump-201-tokheim-belarus-night-third-party-by.jpg,heldout
pump-202-tokheim-preset-1000-rub-one-decimal-night-third-party-ru.jpg,train
pump-203-unknown-three-rows-photographer-reflection-third-party-ru.jpg,train
pump-204-tokheim-bashneft-small-display-third-party-ru.jpg,train
pump-205-tokheim-364-tilted-third-party-ru.jpg,train
pump-206-tokheim-1499-one-decimal-blur-third-party-ru.jpg,train
pump-207-dresser-wayne-summa-1136-third-party-ru.jpg,train
pump-208-gilbarco-veeder-root-night-rain-price-dim-third-party-ru.jpg,heldout
pump-209-wayne-pesos-three-decimal-litres-third-party-ph.jpg,heldout
pump-210-wayne-pignone-gazpromneft-summa-1610-third-party-ru.jpg,train
pump-211-wayne-reais-three-grades-600px-third-party-br.jpg,train
pump-212-dresser-wayne-circlek-diesel-6300l-2069-ee.jpg,train
pump-213-gilbarco-circlek-zero-padded-6300l-1789-ee.jpg,train
pump-214-gilbarco-veederroot-6714l-5181-rubles-ru.jpg,train
pump-215-gilbarco-veederroot-lukoil-zero-padded-1511l-5358-board-ru.jpg,train
pump-216-gilbarco-veederroot-night-2000l-5210-ru.jpg,train
pump-217-gilbarco-veederroot-cents-per-litre-e85-19689l-1409-au.jpg,train
pump-218-unknown-tkk-diesel-glare-6975-ru.jpg,train
pump-219-gilbarco-veederroot-zero-padded-3000l-6616-ru.jpg,train
pump-220-topaz-gdrive-gazpromneft-dusk-4590l-6561-ru.jpg,train
pump-221-topaz-gazpromneft-postpay-3824l-5965-ru.jpg,train
pump-222-topaz-gazpromneft-trucks-mid-count-1788l-6039-ru.jpg,train
pump-223-gilbarco-gdrive-board-glare-5503l-5220-ru.jpg,train
pump-224-topaz-gazprom-truck-71428l-4900-ru.jpg,train
pump-225-topaz-gazpromneft-reflection-4901l-6922-ru.jpg,train
pump-226-topaz-service-mode-no-fill-ru.jpg,train
pump-227-topaz-gdrive-dusk-4682l-6900-third-party-ru.jpg,train
pump-228-topaz-deko-321l-7800-ru.jpg,train
pump-229-wayne-gazpromneft-board-price-4000l-4245-ru.jpg,train
pump-230-topaz-gazpromneft-taxi-3617l-6537-ru.jpg,train
pump-231-topaz-gdrive-video-frame-3707l-6959-third-party-ru.jpg,train
pump-232-tokheim-gdrive-one-decimal-total-2046l-4775-ru.jpg,train
pump-233-topaz-autumn-3349l-7570-ru.jpg,train
pump-234-topaz-clip-frame-590l-6941-third-party-ru.jpg,train
pump-235-wayne-gdrive-night-board-price-1475l-243-by.jpg,train
pump-236-wayne-gazpromneft-night-snow-6500l-4625-ru.jpg,train
pump-237-tokheim-omsk-2062l-4850-ru.jpg,train
pump-238-gilbarco-veederroot-three-decimal-price-3970l-1809-fr.jpg,train
pump-239-wayne-gdrive-board-price-854l-3515-ru.jpg,train
pump-240-gilbarco-veederroot-lukoil-9000l-5215-ru.jpg,train
pump-241-wayne-pignone-dm3-528l-469-pl.jpg,train
pump-242-wayne-neste-2461-1313l-board-ee.jpg,train
pump-243-wayne-neste-2461-1313l-board-second-angle-ee.jpg,train
pump-244-wayne-neste-5225-2788l-board-reflection-ee.jpg,train
pump-245-gilbarco-circlek-peetri-pump2-4419l-1919-ee.jpg,train
pump-246-gilbarco-circlek-peetri-pump2-4419l-1919-second-angle-ee.jpg,train
pump-247-gilbarco-circlek-peetri-pump1-3647l-1919-ee.jpg,train
pump-248-gilbarco-circlek-peetri-pump3-2143l-2099-pair-ee.jpg,train
pump-249-gilbarco-circlek-peetri-pump3-2143l-2099-pair-close-ee.jpg,train
pump-250-gilbarco-circlek-peetri-pump7-3590l-2099-ee.jpg,train
pump-251-gilbarco-circlek-peetri-pump7-3590l-2099-close-ee.jpg,train
pump-252-gilbarco-circlek-peetri-pump8-3242l-2099-ee.jpg,train
pump-253-gilbarco-circlek-peetri-pump5-98miles-1790l-1959-glare-pair-ee.jpg,train
pump-254-gilbarco-circlek-peetri-pump9-adblue-375l-0959-ee.jpg,train
pump-255-gilbarco-circlek-peetri-pump6-2001l-2099-ee.jpg,train
pump-256-gilbarco-circlek-peetri-pump6-1520l-2099-off-by-a-cent-ee.jpg,train
pump-257-gilbarco-circlek-peetri-pump7-2032l-price-glare-ee.jpg,train
pump-258-gilbarco-circlek-peetri-pump4-3506l-1919-ee.jpg,train
pump-259-gilbarco-circlek-peetri-pump8-6286l-2099-ee.jpg,train
pump-260-wayne-circlek-pump5-1000l-board-ee.jpg,train
pump-261-wayne-circlek-pump5-1000l-board-oblique-ee.jpg,train
pump-262-wayne-circlek-pump2-1723l-board-ee.jpg,train
pump-263-wayne-circlek-pump4-closed-text-negative-ee.jpg,train
pump-264-wayne-circlek-pump4-2887l-board-ee.jpg,train
pump-265-wayne-circlek-pump4-2887l-board-second-angle-ee.jpg,train
pump-266-wayne-circlek-pump3-3629l-discounted-price-board-ee.jpg,train
pump-267-wayne-circlek-pump1-glare-liters-board-ee.jpg,train
pump-268-wayne-olerex-tankur3-idle-board-ee.jpg,train
pump-269-wayne-olerex-tankur5-idle-board-ee.jpg,train
pump-270-gilbarco-circlek-five-grade-3197l-1979-ee.jpg,train
pump-271-gilbarco-circlek-five-grade-1125l-2232-ee.jpg,train
pump-272-gilbarco-circlek-five-grade-pump4-4049l-2132-ee.jpg,train
pump-273-gilbarco-circlek-five-grade-pump2-3546l-1919-ee.jpg,train
pump-274-wayne-neste-night-3024-1513l-board-ee.jpg,train
pump-275-wayne-neste-night-10337-5171l-board-ee.jpg,heldout
pump-276-wayne-neste-night-8605-3913l-board-ee.jpg,train
pump-277-gilbarco-circlek-peetri-night-pump2-1754l-1959-ee.jpg,heldout
pump-278-gilbarco-circlek-peetri-night-pump4-3497l-1999-off-by-a-cent-pair-ee.jpg,train
pump-279-gilbarco-circlek-peetri-night-pump3-800l-2059-pair-ee.jpg,train
pump-280-gilbarco-circlek-night-pump11-323l-2184-ee.jpg,heldout
pump-281-gilbarco-circlek-night-pump12-2349l-1949-ee.jpg,heldout
